|Drug Name|disease_type|drug_outcome|trial_count|trial_actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|min_age|max_age|number_of_facilities|enrollment|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health|gender_ALL|gender_FEMALE|gender_MALE|total_days_since_first_start|avg_days_since_first_start
647|alvocidib|Esophageal|0|1|29.0|1.0|0.0|2.0|1|0|0|1|0|18.0|99.0|5.0|19.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|897|897.0
648|alvocidib|Gastric|0|1|29.0|1.0|0.0|2.0|1|0|0|1|0|18.0|99.0|5.0|19.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|897|897.0
649|alvocidib|Leukemia, Chronic Lymphocytic|0|4|65.55555555555556|1.7|3.8|1.0|1|0|1|1|0|18.0|99.0|17.5|105.2|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|4582|1145.5
650|alvocidib|Lymphoma, Hodgkin's|0|1|62.0|5.0|5.0|1.0|1|0|1|1|0|18.0|99.0|1.0|46.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1901|1901.0
651|alvocidib|Lymphoma, Non-Hodgkin's|0|4|60.36842105263158|4.842105263157895|4.7894736842105265|1.0|1|0|1|1|0|18.0|120.0|1.5714285714285714|45.38095238095238|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|4914|1228.5
652|alvocidib|Melanoma|0|1||1.0|0.0|1.0|1|0|0|0|0|18.0|120.0|50.0|17.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|416|416.0
653|alvocidib|Multiple Myeloma|0|2|55.0|3.0|3.5|1.0|1|0|1|1|0|18.0|99.0|1.0|40.5|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|3088|1544.0
654|alvocidib|Myelodysplastic Syndrome|0|2|30.5|1.0|3.5|2.0|1|0|0|1|0|18.0|70.0|6.5|125.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2023|1011.5
655|alvocidib|Ovarian|0|1|76.0|1.0|2.0|2.0|1|0|1|1|0|18.0|99.0|1.0|45.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|2298|2298.0
656|alvocidib|Pancreas|0|1|26.0|1.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|10.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|808|808.0
657|alvocidib|Prostate|0|1|50.0|1.0|0.0|1.0|1|1|0|1|0|18.0|99.0|4.0|40.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1538|1538.0
658|alvocidib|Unspecified Cancer|0|10|44.94897959183673|1.107843137254902|2.343283582089552|2.0294117647058822|1|0|1|1|0|18.0|66.59574468085107|9.647058823529411|81.66666666666667|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|6936|693.6
659|alvocidib|Unspecified Hematological Cancer|0|2|62.0|3.5|3.0|1.0|1|0|1|1|0|18.0|99.0|1.0|49.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2876|1438.0
660|alvocidib|Unspecified Solid Tumor|0|1||1.0|1.0|1.0|1|0|0|1|0|18.0|120.0|61.0|18.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|856|856.0
661|ambrisentan|Hypertension|1|1||1.0|21.0|2.0|1|0|1|0|0|18.0|99.0|1.0|38.0|0.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1245|1245.0
662|ambrisentan|Scleroderma|1|1||1.0|21.0|2.0|1|0|1|0|0|18.0|99.0|1.0|38.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|1245|1245.0
663|amisulpride|Schizophrenia|1|1|25.0|1.0|4.0|2.0|1|0|1|0|0|18.0|65.0|1.0|42.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|777|777.0
664|amlodipine|Diabetic Complications|1|1|33.0|1.0|4.0|2.0|1|0|1|1|0|18.0|65.0|1.0|48.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1020|1020.0
665|amlodipine|Hypertension|1|11|23.0|1.5625|5.967741935483871|2.5806451612903225|1|1|1|1|1|38.25925925925926|71.66666666666667|26.53125|311.9375|1.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|5099|463.54545454545456
666|amoxicillin|Other Infection|1|3|73.0|1.0|0.0|3.75|1|0|1|1|1|19.0|65.0|1.0|103.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|7007|2335.6666666666665
667|amprenavir|HIV|0|1||2.0|8.0|1.0|1|0|0|1|0|18.0|99.0|109.0|328.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|343|343.0
668|anastrozole|Breast|1|30|37.53164556962025|1.3055555555555556|4.530612244897959|2.4615384615384617|1|1|1|1|0|18.32|100.71428571428571|43.3394495412844|240.0648148148148|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|8280|276.0
669|anastrozole|Unspecified Solid Tumor|1|1|92.0|4.0|0.0|2.0|1|0|1|1|0|18.0|99.0|1.0|30.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2786|2786.0
670|anetumab ravtansine|Unspecified Cancer|0|1||1.0|2.0|1.0|1|0|0|1|0|18.0|99.0|3.0|18.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|817|817.0
671|anetumab ravtansine|Unspecified Solid Tumor|0|1||2.0|4.0|2.0|1|0|1|1|0|18.0|100.0|1.0|2.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|693|693.0
672|apadenoson|Coronary Artery Disease|0|1|8.0|1.0|1.0|1.0|1|0|1|1|0|18.0|99.0|1.0|20.0|0.0|0.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|259|259.0
673|apadenoson|Other Heart Disease/Failure|0|1|8.0|1.0|1.0|1.0|1|0|1|1|0|18.0|99.0|1.0|20.0|0.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|259|259.0
674|apaziquone|Bladder|0|1|53.0|1.0|2.0|1.0|1|0|1|0|0|18.0|99.0|1.0|53.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1630|1630.0
675|apaziquone|Unspecified Solid Tumor|0|1|53.0|1.0|2.0|1.0|1|0|1|0|0|18.0|99.0|1.0|53.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1630|1630.0
676|apitolisib|Prostate|0|1||5.0|40.0|6.0|1|0|0|1|0|18.0|99.0|59.0|298.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1329|1329.0
677|apremilast|Other Inflammatory Arthritis|1|2||1.0|32.714285714285715|3.0|1|0|0|0|0|18.571428571428573|99.0|43.142857142857146|218.28571428571428|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|2817|1408.5
678|apremilast|Psoriasis|1|3||4.888888888888889|4.111111111111111|1.4444444444444444|1|1|1|1|0|11.777777777777779|29.285714285714285|22.666666666666668|86.0|1.0|2.0|1.0|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|3005|1001.6666666666666
679|aprepitant|Gastric|1|6|49.0|1.0|4.384615384615385|1.4615384615384615|1|1|1|1|0|16.90909090909091|38.666666666666664|1.3076923076923077|60.15384615384615|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|4895|815.8333333333334
680|aprepitant|Neurological & Mental Health|1|1|9.0|1.0|15.0|2.0|1|0|1|0|0|18.0|80.0|1.0|20.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1|1|289|289.0
681|apricoxib|Lung, Non-Small Cell|0|1|42.0|1.0|0.0|2.0|1|0|0|1|0|18.0|99.0|12.0|109.0|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1293|1293.0
682|apricoxib|Metastatic Cancer|0|1|22.0|1.0|1.0|2.0|1|0|0|1|0|18.0|99.0|39.0|109.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|684|684.0
683|apricoxib|Unspecified Cancer|0|2|32.0|1.0|1.0|2.0|1|0|0|1|0|18.0|99.0|25.5|109.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1385|692.5
684|argatroban|Stroke (neuroprotection)|1|1|15.0|1.0|4.0|1.0|1|0|1|1|0|18.0|99.0|1.0|10.0|0.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|474|474.0
685|arhalofenate|Hyperuricemia/Gout|0|1|4.0|7.0|11.0|2.0|1|0|1|1|0|18.0|75.0|1.0|32.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|138|138.0
686|aripiprazole|Autism|1|2|84.5|1.0|2.0|2.5|0|1|1|1|0|17.5|14.0|1.0|44.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|1|1|5098|2549.0
687|aripiprazole|Neurological & Mental Health|1|4|24.625|1.25|4.142857142857143|4.0|1|1|1|1|0|19.5|59.0|10.625|162.375|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1|1|3668|917.0
688|aripiprazole|Schizophrenia|1|5|10.6|2.909090909090909|12.545454545454545|3.909090909090909|1|0|0|1|0|18.0|64.28571428571429|21.636363636363637|176.54545454545453|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|4358|871.6
689|armodafinil|Neurological & Mental Health|1|4|64.0|1.25|1.6666666666666667|3.0|1|0|1|1|0|19.5|75.0|1.5|72.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1|1|5410|1352.5
690|arsenic trioxide|Bladder|0|1|42.0|2.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|35.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1293|1293.0
691|arsenic trioxide|Breast|0|1|32.0|1.0|0.0|1.0|1|0|0|0|0|18.0|120.0||0.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|989|989.0
692|arsenic trioxide|CNS, Other|0|1|99.0|1.0|0.0|1.0|1|1|1|1|0|18.0|40.0|1.0|22.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|1|1|2999|2999.0
693|arsenic trioxide|Endometrial|0|1|24.0|1.0|3.0|1.0|1|0|1|1|0|18.0|99.0|1.0|3.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|747|747.0
694|arsenic trioxide|Esophageal|0|1|22.0|1.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|50.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|685|685.0
695|arsenic trioxide|Leukemia, Chronic Lymphocytic|0|1|24.0|1.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|41.0|1.0|1.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|745|745.0
696|arsenic trioxide|Liver|0|2|58.5|1.5|0.0|1.0|1|1|1|1|0|18.0|80.0|1.0|23.5|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2999|1499.5
697|arsenic trioxide|Lupus|0|1|27.0|1.0|16.0|1.0|1|0|0|0|0|18.0|65.0|6.0|11.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|838|838.0
698|arsenic trioxide|Lymphoma, Non-Hodgkin's|0|4|20.25|1.5|2.5|3.0|1|1|1|1|0|16.5|99.0|1.25|16.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2511|627.75
699|arsenic trioxide|Multiple Myeloma|0|7|34.8|1.2|1.6666666666666667|1.6666666666666667|1|1|1|1|0|17.5|107.5|3.4285714285714284|17.8|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2937|419.57142857142856
700|arsenic trioxide|Myelodysplastic Syndrome|0|9|25.11111111111111|1.4444444444444444|2.6666666666666665|2.3333333333333335|1|1|1|1|0|17.7|112.77777777777777|2.5|25.333333333333332|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|6951|772.3333333333334
701|arsenic trioxide|Myeloproliferative Neoplasms|0|2|14.0|2.0|0.0|1.0|1|1|1|1|0|18.0|120.0|4.5|5.0|0.0|0.0|0.0|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1783|891.5
702|arsenic trioxide|Other Bone Failure/Loss|0|1|23.0|1.0|3.0|1.0|1|0|0|1|0|18.0|120.0|2.0|15.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|715|715.0
703|arsenic trioxide|Ovarian|0|1|99.0|1.0|0.0|1.0|1|1|1|1|0|18.0|40.0|1.0|22.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|2999|2999.0
704|arsenic trioxide|Prostate|0|1||1.0|0.0|1.0|1|1|0|1|0|18.0|120.0|3.0|37.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|True|1446|1446.0
705|arsenic trioxide|Renal|0|1|42.0|2.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|35.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1293|1293.0
706|arsenic trioxide|Renal Disease|0|1|42.0|2.0|2.0|1.0|1|0|1|1|0|18.0|99.0|1.0|35.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|1293|1293.0
707|arsenic trioxide|Skin, Basal Cell Carcinoma|0|1|7.0|1.0|3.0|1.0|1|0|1|1|0|18.0|99.0|1.0|5.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|229|229.0
708|arsenic trioxide|Transplantation/GVHD|0|1|39.0|1.0|0.0|1.0|1|1|1|1|0|18.0|70.0|1.0|48.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|1202|1202.0
709|arsenic trioxide|Unspecified Cancer|0|30|36.75|1.5151515151515151|1.8636363636363635|1.2692307692307692|1|1|1|1|0|18.352941176470587|104.15384615384616|21.842105263157894|27.555555555555557|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|7163|238.76666666666668
710|arsenic trioxide|Unspecified Solid Tumor|0|9|67.1|1.3|1.75|1.25|1|1|1|1|0|17.571428571428573|80.0|2.8461538461538463|16.4|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|6074|674.8888888888889
711|arzoxifene|Breast|0|1|96.0|2.0|0.0|2.0|1|0|0|1|1|18.0|65.0|2.0|199.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|2907|2907.0
712|arzoxifene|Osteoporosis|0|1|10.0|1.0|4.0|2.0|1|0|0|0|0|60.0|85.0|2.0|91.0|0.0|2.0|0.0|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|320|320.0
713|ataluren|Cystic Fibrosis|1|2||3.0|13.5|1.75|1|1|1|0|0|9.0|18.0|2.5|28.5|0.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|1|1|821|410.5
714|atazanavir|HIV|1|7|24.46153846153846|1.0|8.4|3.8333333333333335|1|1|1|1|0|15.5|34.0|9.933333333333334|49.785714285714285|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|6692|956.0
715|atenolol|Hypertension|1|1|78.0|1.0|3.0|3.0|1|0|1|1|0|18.0|80.0|1.0|76.0|1.0|2.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2361|2361.0
716|atenolol|Other Genetic Failure/Mutation|1|1|33.0|1.0|3.0|2.0|1|1|1|0|0|12.0|25.0|1.0|17.0|1.0|2.0|2.0|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1020|1020.0
717|atezolizumab|Lung, Non-Small Cell|1|3||1.0|9.0|1.7272727272727273|1|0|0|1|0|18.0|99.0|37.45454545454545|86.45454545454545|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|1853|617.6666666666666
718|atiprimod|Neuroendocrine|0|1|28.0|2.0|1.0|1.0|1|0|0|1|0|18.0|99.0|2.0|10.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|867|867.0
719|atomoxetine|Attention Deficit Hyperactive Disorder|1|7|12.5|1.1|8.75|2.1|1|1|1|1|1|16.4|46.333333333333336|11.2|100.4|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|1568|224.0
720|atomoxetine|Hypertension|1|1||1.0|2.0|2.0|1|0|0|1|0|40.0|80.0|2.0|48.0|0.0|0.0|0.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|1717|1717.0
721|atomoxetine|Schizophrenia|1|1|49.0|2.0|3.0|2.0|1|0|1|1|1|18.0|45.0|1.0|11.0|1.0|2.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|True|1|1|1507|1507.0
722|atorvastatin|Chronic Obstructive Pulmonary Disease|1|1|22.0|1.0|10.0|2.0|1|0|1|0|0|18.0|60.0|1.0|71.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|1|1|685|685.0
723|atorvastatin|Diabetic Complications|1|2|64.0|9.0|8.5|2.0|1|0|1|1|1|19.5|77.5|1.0|76.0|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2663|1331.5
724|atorvastatin|Dyslipidemia|1|18|23.945454545454545|2.0714285714285716|18.528301886792452|3.8666666666666667|1|1|1|1|1|17.410714285714285|58.833333333333336|31.0|169.42857142857142|1.0|2.0|1.0|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|6499|361.05555555555554
725|atorvastatin|Lupus|1|1|13.0|1.0|1.0|1.0|1|0|1|1|0|18.0|60.0|1.0|15.0|1.0|1.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|False|412|412.0
726|atorvastatin|Other Heart Disease/Failure|1|5|23.0|1.0|4.857142857142857|2.0|1|0|1|1|1|21.142857142857142|39.5|1.8571428571428572|114.0|1.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|4507|901.4
727|atorvastatin|Other Infection|1|1||2.0|1.0|2.0|0|0|0|1|0|65.0|99.0|2.0|20.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|685|685.0
728|atorvastatin|Rheumatoid Arthritis|1|1|9.0|1.0|20.0|2.0|1|0|0|1|0|18.0|99.0|15.0|111.0|0.0|1.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|True|1|1|288|288.0
729|atorvastatin|Type 1 Diabetes|1|3|36.07692307692308|1.0|60.61538461538461|2.8461538461538463|1|0|1|1|0|19.923076923076923|80.0|98.3076923076923|303.38461538461536|0.0|2.0|1.0|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2694|898.0
730|atorvastatin|Type 2 Diabetes|1|3|36.07692307692308|1.0|60.61538461538461|2.8461538461538463|1|0|1|1|0|19.923076923076923|80.0|98.3076923076923|303.38461538461536|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|1|1|2694|898.0
731|avagacestat|Alzheimer's Disease|0|1|50.0|4.0|1.0|2.0|1|0|0|1|0|45.0|90.0|64.0|263.0|0.0|2.0|2.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|1|1|1538|1538.0
732|avanafil|Sexual Dysfunction|1|1|7.0|1.0|5.0|4.0|1|0|1|0|0|19.0|70.0|1.0|159.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|True|228|228.0
733|avotermin|Other Skin Related|0|1|9.0|1.0|4.0|2.0|1|0|1|0|1|18.0|45.0|1.0|43.0|0.0|0.0|0.0|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|288|288.0
734|avotermin|Other Surgery Related|0|3|23.333333333333332|1.6666666666666667|1.3333333333333333|2.0|1|0|1|1|0|18.0|76.66666666666667|3.0|31.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|True|1|1|1781|593.6666666666666
735|avotermin|Pain (nociceptive)|0|7|19.962962962962962|1.6666666666666667|2.6296296296296298|3.1666666666666665|1|0|1|0|1|19.555555555555557|68.65384615384616|7.148148148148148|88.96296296296296|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|True|1|1|2542|363.14285714285717
736|avotermin|Supportive Care|0|3|17.5|1.0|3.125|2.75|1|0|1|0|1|18.0|60.0|1.0|63.125|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|True|False|1446|482.0
737|azacitidine|Breast|0|1|25.0|1.0|4.0|1.0|1|0|1|0|0|18.0|99.0|1.0|28.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|784|784.0
738|azacitidine|CNS, Glioblastoma|0|1||2.0|12.0|5.0|1|0|0|1|0|18.0|99.0|26.0|93.0|0.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|935|935.0
739|azacitidine|CNS, Other|0|1||2.0|12.0|5.0|1|0|0|1|0|18.0|99.0|26.0|93.0|0.0|0.0|0.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|1|1|935|935.0
740|azacitidine|Colorectal (Oncology)|0|3|38.333333333333336|1.0|2.3333333333333335|1.3333333333333333|1|0|1|1|0|18.0|99.0|1.0|28.333333333333332|1.0|2.0|1.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|True|1|1|3007|1002.3333333333334
